cdnapgfjopgaggbmfgbiinmmbdcglnam, https://chromewebstore.google.com/detail/opendyslexic-for-chrome/cdnapgfjopgaggbmfgbiinmmbdcglnam,,github.com/OpenDyslexic/extension.
dipiagiiohfljcicegpgffpbnjmgjcnf, https://chromewebstore.google.com/detail/rememberry-translate-and/dipiagiiohfljcicegpgffpbnjmgjcnf,,github.com/skyiea/rememberry-i10n#how-to-contribute
afdgaoaclhkhemfkkkonemoapeinchel, https://chromewebstore.google.com/detail/betterseqta+/afdgaoaclhkhemfkkkonemoapeinchel,,github.com/SethBurkart123/evenbetterseqta
ebiieffikaglhelcnogmmijmlejdhngk, https://chromewebstore.google.com/detail/night-mode-bible/ebiieffikaglhelcnogmmijmlejdhngk,,github.com/JosNun/night-mode-bible.
cnohgbfhedbjkglpkfbjhiikjemcjhng, https://chromewebstore.google.com/detail/canvas-strikethrough/cnohgbfhedbjkglpkfbjhiikjemcjhng,,github.com/da-stoi/canvas-strikethrough/issues/new?assignees=da-stoi&labels=URL+Add+Request&projects=&template=url-add-request.md&title=URL+Add+Request
jnjimmfigcmfgpnkejeegliidonlefdf, https://chromewebstore.google.com/detail/outline-quick-notes/jnjimmfigcmfgpnkejeegliidonlefdf,,github.com/shubhamV123/outline
doilmgfedjlpepeaolcfpdmkehecdaff, https://chromewebstore.google.com/detail/profstats-ut-dallas/doilmgfedjlpepeaolcfpdmkehecdaff,,github.com/GiridharRNair/ProfStatsUTD
gaccjmdadomgjfnncbcecicngpkfepgg, https://chromewebstore.google.com/detail/anki-dictionary/gaccjmdadomgjfnncbcecicngpkfepgg,,github.com/ankiwords/anki-word-wizard-template
aggiiclaiamajehmlfpkjmlbadmkledi, https://chromewebstore.google.com/detail/transover/aggiiclaiamajehmlfpkjmlbadmkledi,,github.com/facebook/react/issues/17256;
fbimffnjoeobhjhochngikepgfejjmgj, https://chromewebstore.google.com/detail/translate-selected-text/fbimffnjoeobhjhochngikepgfejjmgj,,github.com/avm99963/translateselectedtext
kkmlkkjojmombglmlpbpapmhcaljjkde, https://chromewebstore.google.com/detail/zhongwen-chinese-english/kkmlkkjojmombglmlpbpapmhcaljjkde,,github.com/cschiller/zhongwen)
hmigninkgibhdckiaphhmbgcghochdjc, https://chromewebstore.google.com/detail/mouse-tooltip-translator/hmigninkgibhdckiaphhmbgcghochdjc,,github.com/ttop32/MouseTooltipTranslator
mfkbhgdamgfcifnhcdebfahkgnbkagmo, https://chromewebstore.google.com/detail/rapid-journal-quality-che/mfkbhgdamgfcifnhcdebfahkgnbkagmo,,github.com/WenyanLiu/CCFrank4dblp
jmnjcglbcleaddocnpkckjmlloeaaaak, https://chromewebstore.google.com/detail/french-accents/jmnjcglbcleaddocnpkckjmlloeaaaak,,github.com/itsmais/french-accents
kkdondhaomeongofcikoplakobapphcj, https://chromewebstore.google.com/detail/convert-gmail-to-pdf-loca/kkdondhaomeongofcikoplakobapphcj,,github.com/ray-lothian/to-pdf/issues
obghclocpdgcekcognpkblghkedcpdgd, https://chromewebstore.google.com/detail/habitlab/obghclocpdgcekcognpkblghkedcpdgd,,github.com/habitlab/habitlab
fehbhooigaekgcjecehkiflmflofpdke, https://chromewebstore.google.com/detail/word-editor/fehbhooigaekgcjecehkiflmflofpdke,,github.com/tinymce/tinymce).
gacfacdpfimbkgcnlegknnmcccjgcbnp, https://chromewebstore.google.com/detail/chinese-words-separator-c/gacfacdpfimbkgcnlegknnmcccjgcbnp,,github.com/ssb22/CedPane
diddacjdgklfjgnlmknacnakjcgdiegn, https://chromewebstore.google.com/detail/vocabularycom-enhancer/diddacjdgklfjgnlmknacnakjcgdiegn,,github.com/th0rgall/voc-enhancer.
faljelicjmfoeappigahkpajbfbkimpj, https://chromewebstore.google.com/detail/yi-translate/faljelicjmfoeappigahkpajbfbkimpj,,github.com/lyldev/yi-translate/issues/new/choose
mkkiocfjoeoolffbpldkglpfclmdiafn, https://chromewebstore.google.com/detail/scanlingua/mkkiocfjoeoolffbpldkglpfclmdiafn,,github.com/OuterSpaceHobo/ScanLingua
gdlfnahbohjggjhpcmabnfikiigncjbd, https://chromewebstore.google.com/detail/khan-academy-notification/gdlfnahbohjggjhpcmabnfikiigncjbd,,github.com/eliasmurcray/ka-notifications
cpihmjjhjckkbpnejfecaeljopiaojjh, https://chromewebstore.google.com/detail/neethelp/cpihmjjhjckkbpnejfecaeljopiaojjh,,github.com/erenbudur/NeetHelp
hhjnoabnlicjpahfibejifhankpfahnd, https://chromewebstore.google.com/detail/study-mode-youtube/hhjnoabnlicjpahfibejifhankpfahnd,,github.com/emdh-dev/study-mode-youtube/
pmdhnpopfcilfffnfnbpbadddnaabkkd, https://chromewebstore.google.com/detail/jolted-chrome-extension/pmdhnpopfcilfffnfnbpbadddnaabkkd,,github.com/ACCELab-UofT/JoltEd-Chrome-Extension
kljjkndkgodhkabbkecjlladgmeapiaf, https://chromewebstore.google.com/detail/flash-cardon/kljjkndkgodhkabbkecjlladgmeapiaf,,github.com/aquilax/flash-cardon
jipdnfibhldikgcjhfnomkfpcebammhp, https://chromewebstore.google.com/detail/rikaikun/jipdnfibhldikgcjhfnomkfpcebammhp,,github.com/melink14/rikaikun/blob/main/CHANGELOG.md
cofoinjfjcpgcjiinjhcpomcjoalijbe, https://chromewebstore.google.com/detail/leetcode-explained/cofoinjfjcpgcjiinjhcpomcjoalijbe,,github.com/zubyj/leetcode-explained
dmlfcanjgejpgjajoiepgfglmjcnhhlh, https://chromewebstore.google.com/detail/udemy-improved-course-lib/dmlfcanjgejpgjajoiepgfglmjcnhhlh,,github.com/tadwohlrapp/udemy-improved-course-library
dmoebncbmkgfpjhjikkjljmbaacncohl, https://chromewebstore.google.com/detail/csa-asst-for-saving-files/dmoebncbmkgfpjhjikkjljmbaacncohl,,github.com/lexxai/CourseraSaveAssist/wiki
edkmnkmcckbdmiobolimneaeomiiaiah, https://chromewebstore.google.com/detail/chhoetaigi-%E6%89%BE%E5%8F%B0%E8%AA%9E/edkmnkmcckbdmiobolimneaeomiiaiah,,github.com/ChhoeTaigi/ChhoeTaigiChromeExtension/blob/master/CHANGELOG.md
fgjllkiccpfacobekfcnldelggcgnnic, https://chromewebstore.google.com/detail/testudo++/fgjllkiccpfacobekfcnldelggcgnnic,,github.com/RocketSandwich/TestudoPlusPlus
dmbbpohkjofcbbibpfjmhobfebgckihm, https://chromewebstore.google.com/detail/canvas-final-grade-calcul/dmbbpohkjofcbbibpfjmhobfebgckihm,,github.com/leongmichael/CanvasFinalGradeCalculator
impkpjdfeefjjoohgoiilbhidjjkeehj, https://chromewebstore.google.com/detail/udemy-tests-immediate-sin/impkpjdfeefjjoohgoiilbhidjjkeehj,,github.com/santriseus/review-mode-for-udemy-tests
mjojfchpifllgdkolmgomejbffbodidj, https://chromewebstore.google.com/detail/trombinosko/mjojfchpifllgdkolmgomejbffbodidj,,github.com/philohelp/trombinosko
ekobbgdgkocdnnjoahoojakmoimfjlbm, https://chromewebstore.google.com/detail/local-llama-llm-ai-chat-q/ekobbgdgkocdnnjoahoojakmoimfjlbm,,github.com/mrdiamonddirt/local-llama-chrome-extension
mpmiknlnhbaefinkddjddmbhaedjgeha, https://chromewebstore.google.com/detail/sanastot/mpmiknlnhbaefinkddjddmbhaedjgeha,,github.com/jeffeeeee/sanomapro-sanastot
hamgkkmhoboejnkcbhdccgmogkaamkda, https://chromewebstore.google.com/detail/classroom-tweaks/hamgkkmhoboejnkcbhdccgmogkaamkda,,github.com/michaelbauchert/classroom-tweaks
